N(XMN1:M0:CGD),N(XMN1:M0:CGS),N(XMN1:M0:GDS),N(XMN1:M0:GM),N(XMN1:M0:VBS),N(XMN1:M0:VDS),N(XMN1:M0:VDSAT),N(XMN1:M0:VGS),N(XMN1:M0:VTH)
7.78214599e-18,-1.21416309e-14,7.00495986e-06,7.86919449e-04,-1.75595979e-05,9.99964881e-01,1.96692916e-01,9.99982440e-01,7.12940926e-01
